-8703533577.49739+5595539568.252i,0+0i,0+0i,153701.112943578-336806.077970157i,0+0i,0+0i
0+0i,-8703533712.93032+5595539851.90622i,0+0i,0+0i,-76555.1901953945+167844.597756565i,0+0i
0+0i,0+0i,-8703533712.93032+5595539851.90622i,0+0i,0+0i,-76555.1901953945+167844.597756565i
153701.112943576-336806.077970156i,0+0i,0+0i,-8703533577.49739+5595539568.252i,0+0i,0+0i
0+0i,-76555.1901953933+167844.597756564i,0+0i,0+0i,-8703533712.93032+5595539851.90622i,0+0i
0+0i,0+0i,-76555.1901953933+167844.597756564i,0+0i,0+0i,-8703533712.93032+5595539851.90622i
