12204539137.302+8270050527.28705i,0-0i,0-0i,301507.727983751+755699.480941527i,0-0i,0-0i
0-0i,12204538881.8306+8270049835.42362i,0-0i,0-0i,-150282.796388252-376422.90331675i,0-0i
0-0i,0-0i,12204538881.8306+8270049835.42362i,0-0i,0-0i,-150282.796388252-376422.90331675i
301507.727983746+755699.480941523i,0-0i,0-0i,12204539137.302+8270050527.28705i,0-0i,0-0i
0-0i,-150282.796388249-376422.903316748i,0-0i,0-0i,12204538881.8306+8270049835.42363i,0-0i
0-0i,0-0i,-150282.796388249-376422.903316748i,0-0i,0-0i,12204538881.8306+8270049835.42363i
