17504528599.548+9105724144.0093i,0-0i,0-0i,850073.941488735+1212707.65372999i,0-0i,0-0i
0-0i,17504527847.6743+9105723003.6545i,0-0i,0-0i,-423584.040887947-603984.812868935i,0-0i
0-0i,0-0i,17504527847.6743+9105723003.6545i,0-0i,0-0i,-423584.040887947-603984.812868935i
850073.94148874+1212707.65372999i,0-0i,0-0i,17504528599.548+9105724144.0093i,0-0i,0-0i
0-0i,-423584.040887945-603984.812868934i,0-0i,0-0i,17504527847.6744+9105723003.6545i,0-0i
0-0i,0-0i,-423584.040887945-603984.812868934i,0-0i,0-0i,17504527847.6744+9105723003.6545i
