-155388637707.193+13055703647.1485i,0+0i,0+0i,138266722.877328-23379074.2573473i,0+0i,0+0i
0+0i,-155388666576.063+13055700455.3024i,0+0i,0+0i,-68737013.7540239+11652894.6486663i,0+0i
0+0i,0+0i,-155388666576.063+13055700455.3024i,0+0i,0+0i,-68737013.7540239+11652894.6486663i
138266722.877328-23379074.2573473i,0+0i,0+0i,-155388637707.193+13055703647.1485i,0+0i,0+0i
0+0i,-68737013.7540239+11652894.6486663i,0+0i,0+0i,-155388666576.063+13055700455.3024i,0+0i
0+0i,0+0i,-68737013.7540239+11652894.6486663i,0+0i,0+0i,-155388666576.063+13055700455.3024i
