8100065804.6586+7667605790.31555i,0-0i,0-0i,25151.531187877+458788.939559092i,0-0i,0-0i
0-0i,8100065792.02487+7667605379.50182i,0-0i,0-0i,-12580.4298416423-228557.232427189i,0-0i
0-0i,0-0i,8100065792.02487+7667605379.50182i,0-0i,0-0i,-12580.4298416423-228557.232427189i
25151.5311878767+458788.939559091i,0-0i,0-0i,8100065804.6586+7667605790.31555i,0-0i,0-0i
0-0i,-12580.4298416429-228557.23242719i,0-0i,0-0i,8100065792.02487+7667605379.50182i,0-0i
0-0i,0-0i,-12580.4298416429-228557.23242719i,0-0i,0-0i,8100065792.02487+7667605379.50182i
