89373081770.3145+27225050118.3594i,0-0i,0-0i,31174780.4341536+20939987.4309027i,0-0i,0-0i
0-0i,89373047410.663+27225023039.1329i,0-0i,0-0i,-15524282.0426754-10421356.4300676i,0-0i
0-0i,0-0i,89373047410.663+27225023039.1329i,0-0i,0-0i,-15524282.0426754-10421356.4300676i
31174780.4341536+20939987.4309027i,0-0i,0-0i,89373081770.3145+27225050118.3594i,0-0i,0-0i
0-0i,-15524282.0426754-10421356.4300676i,0-0i,0-0i,89373047410.663+27225023039.1329i,0-0i
0-0i,0-0i,-15524282.0426754-10421356.4300676i,0-0i,0-0i,89373047410.663+27225023039.1329i
