19374079720.4855+9416195159.92289i,0-0i,0-0i,1096266.30015419+1395400.64038073i,0-0i,0-0i
0-0i,19374078741.6709+9416193835.63686i,0-0i,0-0i,-546230.476066087-694945.994007913i,0-0i
0-0i,0-0i,19374078741.6709+9416193835.63686i,0-0i,0-0i,-546230.476066087-694945.994007913i
1096266.30015419+1395400.64038073i,0-0i,0-0i,19374079720.4855+9416195159.92288i,0-0i,0-0i
0-0i,-546230.47606609-694945.994007915i,0-0i,0-0i,19374078741.6708+9416193835.63686i,0-0i
0-0i,0-0i,-546230.47606609-694945.994007915i,0-0i,0-0i,19374078741.6708+9416193835.63686i
