-9324040060.71621+5530739381.22204i,0+0i,0+0i,194334.184416942-355643.251336175i,0+0i,0+0i
0+0i,-9324040230.54313+5530739679.75712i,0+0i,0+0i,-96801.6979417297+177236.741583756i,0+0i
0+0i,0+0i,-9324040230.54313+5530739679.75712i,0+0i,0+0i,-96801.6979417297+177236.741583756i
194334.184416942-355643.251336175i,0+0i,0+0i,-9324040060.71621+5530739381.22204i,0+0i,0+0i
0+0i,-96801.6979417297+177236.741583757i,0+0i,0+0i,-9324040230.54313+5530739679.75712i,0+0i
0+0i,0+0i,-96801.6979417297+177236.741583757i,0+0i,0+0i,-9324040230.54313+5530739679.75712i
