79041543153.1153+23810788990.6572i,0-0i,0-0i,24176386.4649807+16022899.3675914i,0-0i,0-0i
0-0i,79041517173.0186+23810769109.6599i,0-0i,0-0i,-12039733.8176195-7974605.3710432i,0-0i
0-0i,0-0i,79041517173.0186+23810769109.6599i,0-0i,0-0i,-12039733.8176195-7974605.3710432i
24176386.4649807+16022899.3675914i,0-0i,0-0i,79041543153.1153+23810788990.6572i,0-0i,0-0i
0-0i,-12039733.8176195-7974605.3710432i,0-0i,0-0i,79041517173.0186+23810769109.6599i,0-0i
0-0i,0-0i,-12039733.8176195-7974605.3710432i,0-0i,0-0i,79041517173.0186+23810769109.6599i
