367794782510.706+313063874280.817i,0-0i,0-0i,177943128.626442+1100381334.34553i,0-0i,0-0i
0-0i,367795631150.183+313061258925.293i,0-0i,0-0i,-88734365.0372597-547574441.629265i,0-0i
0-0i,0-0i,367795631150.183+313061258925.293i,0-0i,0-0i,-88734365.0372597-547574441.629265i
177943128.626442+1100381334.34553i,0-0i,0-0i,367794782510.706+313063874280.817i,0-0i,0-0i
0-0i,-88734365.0372596-547574441.629264i,0-0i,0-0i,367795631150.184+313061258925.293i,0-0i
0-0i,0-0i,-88734365.0372596-547574441.629264i,0-0i,0-0i,367795631150.184+313061258925.293i
