41757500850.2862+13782270639.2101i,0-0i,0-0i,6259557.47651934+4637961.45434445i,0-0i,0-0i
0-0i,41757494794.2942+13782265744.7979i,0-0i,0-0i,-3117945.33715357-2308999.5237475i,0-0i
0-0i,0-0i,41757494794.2942+13782265744.7979i,0-0i,0-0i,-3117945.33715357-2308999.5237475i
6259557.47651935+4637961.45434445i,0-0i,0-0i,41757500850.2862+13782270639.2101i,0-0i,0-0i
0-0i,-3117945.33715357-2308999.5237475i,0-0i,0-0i,41757494794.2942+13782265744.7979i,0-0i
0-0i,0-0i,-3117945.33715357-2308999.5237475i,0-0i,0-0i,41757494794.2942+13782265744.7979i
