-15272353316.4323+4949742901.22372i,0+0i,0+0i,699889.785230466-506844.099074599i,0+0i,0+0i
0+0i,-15272353905.7972+4949743314.55121i,0+0i,0+0i,-348740.577081113+252651.353515123i,0+0i
0+0i,0+0i,-15272353905.7972+4949743314.55121i,0+0i,0+0i,-348740.577081113+252651.353515123i
699889.785230464-506844.099074597i,0+0i,0+0i,-15272353316.4323+4949742901.22372i,0+0i,0+0i
0+0i,-348740.577081114+252651.353515123i,0+0i,0+0i,-15272353905.7972+4949743314.55121i,0+0i
0+0i,0+0i,-348740.577081114+252651.353515123i,0+0i,0+0i,-15272353905.7972+4949743314.55121i
