-12945774412.0467+5168422980.68439i,0+0i,0+0i,477726.801230109-453720.707232342i,0+0i,0+0i
0+0i,-12945774818.6538+5168423354.7427i,0+0i,0+0i,-238021.460903442+226148.585777003i,0+0i
0+0i,0+0i,-12945774818.6538+5168423354.7427i,0+0i,0+0i,-238021.460903442+226148.585777003i
477726.801230109-453720.707232341i,0+0i,0+0i,-12945774412.0467+5168422980.68439i,0+0i,0+0i
0+0i,-238021.460903443+226148.585777003i,0+0i,0+0i,-12945774818.6538+5168423354.7427i,0+0i
0+0i,0+0i,-238021.460903443+226148.585777003i,0+0i,0+0i,-12945774818.6538+5168423354.7427i
