-186332912453.939+21416906167.8424i,0+0i,0+0i,191332037.745064-44544289.6240921i,0+0i,0+0i
0+0i,-186332933755.102+21416892961.1586i,0+0i,0+0i,-95132409.9077577+22188975.6353421i,0+0i
0+0i,0+0i,-186332933755.102+21416892961.1586i,0+0i,0+0i,-95132409.9077577+22188975.6353421i
191332037.745064-44544289.6240921i,0+0i,0+0i,-186332912453.939+21416906167.8424i,0+0i,0+0i
0+0i,-95132409.9077577+22188975.6353421i,0+0i,0+0i,-186332933755.102+21416892961.1586i,0+0i
0+0i,0+0i,-95132409.9077577+22188975.6353421i,0+0i,0+0i,-186332933755.102+21416892961.1586i
