21300377068.0011+9744711961.30532i,0-0i,0-0i,1379102.85037492+1596112.9075459i,0-0i,0-0i
0-0i,21300375825.9399+9744710432.21459i,0-0i,0-0i,-687127.165174253-794874.305125968i,0-0i
0-0i,0-0i,21300375825.9399+9744710432.21459i,0-0i,0-0i,-687127.165174253-794874.305125968i
1379102.85037492+1596112.9075459i,0-0i,0-0i,21300377068.0011+9744711961.30532i,0-0i,0-0i
0-0i,-687127.16517425-794874.30512597i,0-0i,0-0i,21300375825.9399+9744710432.21459i,0-0i
0-0i,0-0i,-687127.16517425-794874.30512597i,0-0i,0-0i,21300375825.9399+9744710432.21459i
