15688428251.7833+8811987890.45054i,0-0i,0-0i,637391.675330694+1046229.73519162i,0-0i,0-0i
0-0i,15688427694.0713+8811986915.48947i,0-0i,0-0i,-317627.502252439-521093.029422984i,0-0i
0-0i,0-0i,15688427694.0713+8811986915.48947i,0-0i,0-0i,-317627.502252439-521093.029422984i
637391.675330693+1046229.73519162i,0-0i,0-0i,15688428251.7833+8811987890.45054i,0-0i,0-0i
0-0i,-317627.502252441-521093.029422985i,0-0i,0-0i,15688427694.0713+8811986915.48947i,0-0i
0-0i,0-0i,-317627.502252441-521093.029422985i,0-0i,0-0i,15688427694.0713+8811986915.48947i
