-21567623658.4092+4411127661.13433i,0+0i,0+0i,1446577.53958146-617452.981500408i,0+0i,0+0i
0+0i,-21567624849.4644+4411128150.8668i,0+0i,0+0i,-720919.312169513+307870.00566153i,0+0i
0+0i,0+0i,-21567624849.4644+4411128150.8668i,0+0i,0+0i,-720919.312169513+307870.00566153i
1446577.53958146-617452.981500408i,0+0i,0+0i,-21567623658.4092+4411127661.13433i,0+0i,0+0i
0+0i,-720919.312169512+307870.005661529i,0+0i,0+0i,-21567624849.4644+4411128150.8668i,0+0i
0+0i,0+0i,-720919.312169512+307870.005661529i,0+0i,0+0i,-21567624849.4644+4411128150.8668i
