25337691095.8065+10461801411.7601i,0-0i,0-0i,2068995.58137731+2060023.23358915i,0-0i,0-0i
0-0i,25337689202.0152+10461799399.3358i,0-0i,0-0i,-1030784.24244788-1025825.83580954i,0-0i
0-0i,0-0i,25337689202.0152+10461799399.3358i,0-0i,0-0i,-1030784.24244788-1025825.83580954i
2068995.58137731+2060023.23358915i,0-0i,0-0i,25337691095.8065+10461801411.7601i,0-0i,0-0i
0-0i,-1030784.24244788-1025825.83580954i,0-0i,0-0i,25337689202.0152+10461799399.3358i,0-0i
0-0i,0-0i,-1030784.24244788-1025825.83580954i,0-0i,0-0i,25337689202.0152+10461799399.3358i
