-6810509537.44393+5798232497.2129i,0+0i,0+0i,44525.1628598751-275393.461332409i,0+0i,0+0i
0+0i,-6810509579.68806+5798232731.63297i,0+0i,0+0i,-22158.3331613245+137228.174747933i,0+0i
0+0i,0+0i,-6810509579.68806+5798232731.63297i,0+0i,0+0i,-22158.3331613245+137228.174747933i
44525.1628598759-275393.461332407i,0+0i,0+0i,-6810509537.44392+5798232497.2129i,0+0i,0+0i
0+0i,-22158.333161325+137228.174747934i,0+0i,0+0i,-6810509579.68806+5798232731.63297i,0+0i
0+0i,0+0i,-22158.333161325+137228.174747934i,0+0i,0+0i,-6810509579.68806+5798232731.63297i
