61754450268.1545+18722358171.1193i,0-0i,0-0i,14421355.8634555+9631288.04378193i,0-0i,0-0i
0-0i,61754435467.7459+18722347058.0667i,0-0i,0-0i,-7182386.85695636-4794007.53644315i,0-0i
0-0i,0-0i,61754435467.7459+18722347058.0667i,0-0i,0-0i,-7182386.85695636-4794007.53644315i
14421355.8634555+9631288.04378194i,0-0i,0-0i,61754450268.1545+18722358171.1193i,0-0i,0-0i
0-0i,-7182386.85695636-4794007.53644315i,0-0i,0-0i,61754435467.7459+18722347058.0667i,0-0i
0-0i,0-0i,-7182386.85695636-4794007.53644315i,0-0i,0-0i,61754435467.7459+18722347058.0667i
