-247939192757.104+45517170099.0428i,0+0i,0+0i,319302249.452979-121277941.379942i,0+0i,0+0i
0+0i,-247939173687.368+45517095597.3258i,0+0i,0+0i,-158784985.548317+60380238.7531286i,0+0i
0+0i,0+0i,-247939173687.368+45517095597.3258i,0+0i,0+0i,-158784985.548317+60380238.7531286i
319302249.452979-121277941.379942i,0+0i,0+0i,-247939192757.104+45517170099.0428i,0+0i,0+0i
0+0i,-158784985.548317+60380238.7531286i,0+0i,0+0i,-247939173687.368+45517095597.3258i,0+0i
0+0i,0+0i,-158784985.548317+60380238.7531286i,0+0i,0+0i,-247939173687.368+45517095597.3258i
