31116690982.5926+11556044557.7523i,0-0i,0-0i,3288360.28468368+2833670.91211569i,0-0i,0-0i
0-0i,31116687909.6701+11556041712.2261i,0-0i,0-0i,-1638145.21799068-1410941.53339845i,0-0i
0-0i,0-0i,31116687909.6701+11556041712.2261i,0-0i,0-0i,-1638145.21799068-1410941.53339845i
3288360.28468366+2833670.91211568i,0-0i,0-0i,31116690982.5926+11556044557.7523i,0-0i,0-0i
0-0i,-1638145.21799068-1410941.53339845i,0-0i,0-0i,31116687909.6701+11556041712.2261i,0-0i
0-0i,0-0i,-1638145.21799068-1410941.53339845i,0-0i,0-0i,31116687909.6701+11556041712.2261i
