101163539797.368+31472567381.3412i,0-0i,0-0i,40196247.50187+27696221.6508121i,0-0i,0-0i
0-0i,101163494290.118+31472529903.2751i,0-0i,0-0i,-20015996.7911488-13783202.8165103i,0-0i
0-0i,0-0i,101163494290.118+31472529903.2751i,0-0i,0-0i,-20015996.7911488-13783202.8165103i
40196247.50187+27696221.6508121i,0-0i,0-0i,101163539797.368+31472567381.3412i,0-0i,0-0i
0-0i,-20015996.7911488-13783202.8165103i,0-0i,0-0i,101163494290.118+31472529903.2751i,0-0i
0-0i,0-0i,-20015996.7911488-13783202.8165103i,0-0i,0-0i,101163494290.118+31472529903.2751i
