-17536539892.119+4747234724.79026i,0+0i,0+0i,944734.118526076-551856.476585785i,0+0i,0+0i
0+0i,-17536540680.6801+4747235170.23749i,0+0i,0+0i,-470772.446788597+275115.205327196i,0+0i
0+0i,0+0i,-17536540680.6801+4747235170.23749i,0+0i,0+0i,-470772.446788597+275115.205327196i
944734.118526082-551856.476585787i,0+0i,0+0i,-17536539892.119+4747234724.79026i,0+0i,0+0i
0+0i,-470772.446788594+275115.205327195i,0+0i,0+0i,-17536540680.6801+4747235170.23749i,0+0i
0+0i,0+0i,-470772.446788594+275115.205327195i,0+0i,0+0i,-17536540680.6801+4747235170.23749i
