-25440433677.225+4116550080.5006i,0+0i,0+0i,2002380.66275788-665308.332426338i,0+0i,0+0i
0+0i,-25440435306.7941+4116550599.76959i,0+0i,0+0i,-997996.851148183+331788.157367186i,0+0i
0+0i,0+0i,-25440435306.7941+4116550599.76959i,0+0i,0+0i,-997996.851148183+331788.157367186i
2002380.66275787-665308.332426336i,0+0i,0+0i,-25440433677.225+4116550080.5006i,0+0i,0+0i
0+0i,-997996.851148184+331788.157367187i,0+0i,0+0i,-25440435306.7941+4116550599.76959i,0+0i
0+0i,0+0i,-997996.851148184+331788.157367187i,0+0i,0+0i,-25440435306.7941+4116550599.76959i
