-15844001375.9044+4897664407.76407i,0+0i,0+0i,759090.96426895-518807.469012132i,0+0i,0+0i
0+0i,-15844002013.6296+4897664829.74186i,0+0i,0+0i,-378245.977867779+258621.014498857i,0+0i
0+0i,0+0i,-15844002013.6296+4897664829.74186i,0+0i,0+0i,-378245.977867779+258621.014498857i
759090.96426895-518807.469012132i,0+0i,0+0i,-15844001375.9044+4897664407.76407i,0+0i,0+0i
0+0i,-378245.977867779+258621.014498857i,0+0i,0+0i,-15844002013.6296+4897664829.74186i,0+0i
0+0i,0+0i,-378245.977867779+258621.014498857i,0+0i,0+0i,-15844002013.6296+4897664829.74186i
