-14117266862.8629+5056955413.83157i,0+0i,0+0i,585780.957544705-481379.192671579i,0+0i,0+0i
0+0i,-14117267358.6244+5056955808.50096i,0+0i,0+0i,-291871.224711958+239946.098933802i,0+0i
0+0i,0+0i,-14117267358.6244+5056955808.50096i,0+0i,0+0i,-291871.224711958+239946.098933802i
585780.957544704-481379.192671579i,0+0i,0+0i,-14117266862.8629+5056955413.83157i,0+0i,0+0i
0+0i,-291871.224711957+239946.098933802i,0+0i,0+0i,-14117267358.6244+5056955808.50096i,0+0i
0+0i,0+0i,-291871.224711957+239946.098933802i,0+0i,0+0i,-14117267358.6244+5056955808.50096i
