24304064100.0375+10274518771.6377i,0-0i,0-0i,1879772.34027317+1935501.3707357i,0-0i,0-0i
0-0i,24304062386.2443+10274516890.2403i,0-0i,0-0i,-936528.330961668-963836.092759005i,0-0i
0-0i,0-0i,24304062386.2443+10274516890.2403i,0-0i,0-0i,-936528.330961668-963836.092759005i
1879772.34027316+1935501.3707357i,0-0i,0-0i,24304064100.0375+10274518771.6377i,0-0i,0-0i
0-0i,-936528.330961669-963836.092759006i,0-0i,0-0i,24304062386.2443+10274516890.2403i,0-0i
0-0i,0-0i,-936528.330961669-963836.092759006i,0-0i,0-0i,24304062386.2443+10274516890.2403i
