198634657031.628+82833089019.5131i,0-0i,0-0i,149426479.145921+150890179.825037i,0-0i,0-0i
0-0i,198634467455.299+82832811224.7058i,0-0i,0-0i,-74399148.4565925-75081961.9408334i,0-0i
0-0i,0-0i,198634467455.299+82832811224.7058i,0-0i,0-0i,-74399148.4565925-75081961.9408334i
149426479.145921+150890179.825037i,0-0i,0-0i,198634657031.628+82833089019.5131i,0-0i,0-0i
0-0i,-74399148.4565925-75081961.9408334i,0-0i,0-0i,198634467455.299+82832811224.7057i,0-0i
0-0i,0-0i,-74399148.4565925-75081961.9408334i,0-0i,0-0i,198634467455.299+82832811224.7057i
