13057855671.4704+8400179334.0436i,0-0i,0-0i,375083.631264364+823466.555168119i,0-0i,0-0i
0-0i,13057855350.3319+8400178576.81589i,0-0i,0-0i,-186941.242594284-410169.05032771i,0-0i
0-0i,0-0i,13057855350.3319+8400178576.81589i,0-0i,0-0i,-186941.242594284-410169.05032771i
375083.631264363+823466.55516812i,0-0i,0-0i,13057855671.4704+8400179334.0436i,0-0i,0-0i
0-0i,-186941.242594284-410169.05032771i,0-0i,0-0i,13057855350.3319+8400178576.81589i,0-0i
0-0i,0-0i,-186941.242594284-410169.05032771i,0-0i,0-0i,13057855350.3319+8400178576.81589i
