-16411851454.2248+4846569960.57835i,0+0i,0+0i,819661.267475987-530284.818952366i,0+0i,0+0i
0+0i,-16411852141.295+4846570390.78051i,0+0i,0+0i,-408434.292387662+264348.654089819i,0+0i
0+0i,0+0i,-16411852141.295+4846570390.78051i,0+0i,0+0i,-408434.292387662+264348.654089819i
819661.267475982-530284.818952364i,0+0i,0+0i,-16411851454.2248+4846569960.57835i,0+0i,0+0i
0+0i,-408434.292387663+264348.654089819i,0+0i,0+0i,-16411852141.295+4846570390.78051i,0+0i
0+0i,0+0i,-408434.292387663+264348.654089819i,0+0i,0+0i,-16411852141.295+4846570390.78051i
