319272140361.2+208917943659.32i,0-0i,0-0i,275608914.744353+630962171.243114i,0-0i,0-0i
0-0i,319272056207.751+208916471277.947i,0-0i,0-0i,-137264585.21403-313968421.931172i,0-0i
0-0i,0-0i,319272056207.751+208916471277.947i,0-0i,0-0i,-137264585.21403-313968421.931172i
275608914.744353+630962171.243114i,0-0i,0-0i,319272140361.201+208917943659.32i,0-0i,0-0i
0-0i,-137264585.21403-313968421.931172i,0-0i,0-0i,319272056207.751+208916471277.947i,0-0i
0-0i,0-0i,-137264585.21403-313968421.931172i,0-0i,0-0i,319272056207.751+208916471277.947i
