-12353609070.747+5225823744.29961i,0+0i,0+0i,426101.814474668-439011.672277639i,0+0i,0+0i
0+0i,-12353609434.5627+5225824107.26224i,0+0i,0+0i,-212294.456010068+218811.764827067i,0+0i
0+0i,0+0i,-12353609434.5627+5225824107.26224i,0+0i,0+0i,-212294.456010068+218811.764827067i
426101.814474665-439011.672277637i,0+0i,0+0i,-12353609070.747+5225823744.29961i,0+0i,0+0i
0+0i,-212294.45601007+218811.764827068i,0+0i,0+0i,-12353609434.5627+5225824107.26224i,0+0i
0+0i,0+0i,-212294.45601007+218811.764827068i,0+0i,0+0i,-12353609434.5627+5225824107.26224i
