114756296988.668+36847871000.3823i,0-0i,0-0i,51913510.5368058+37178432.9642234i,0-0i,0-0i
0-0i,114756236544.032+36847818116.3698i,0-0i,0-0i,-25849782.4391842-18501403.0411317i,0-0i
0-0i,0-0i,114756236544.032+36847818116.3698i,0-0i,0-0i,-25849782.4391842-18501403.0411317i
51913510.5368058+37178432.9642234i,0-0i,0-0i,114756296988.668+36847871000.3822i,0-0i,0-0i
0-0i,-25849782.4391842-18501403.0411317i,0-0i,0-0i,114756236544.032+36847818116.3698i,0-0i
0-0i,0-0i,-25849782.4391842-18501403.0411317i,0-0i,0-0i,114756236544.032+36847818116.3698i
