171628448751.195+65393260522.8122i,0-0i,0-0i,114236262.290918+101856028.958662i,0-0i,0-0i
0-0i,171628304936.704+65393086439.9874i,0-0i,0-0i,-56878379.6445172-50683532.4018615i,0-0i
0-0i,0-0i,171628304936.704+65393086439.9874i,0-0i,0-0i,-56878379.6445172-50683532.4018615i
114236262.290918+101856028.958662i,0-0i,0-0i,171628448751.195+65393260522.8122i,0-0i,0-0i
0-0i,-56878379.6445172-50683532.4018615i,0-0i,0-0i,171628304936.704+65393086439.9874i,0-0i
0-0i,0-0i,-56878379.6445172-50683532.4018615i,0-0i,0-0i,171628304936.704+65393086439.9874i
