11362439642.2482+8143284992.24421i,0-0i,0-0i,234379.307616555+690912.722625209i,0-0i,0-0i
0-0i,11362439446.3727+8143284362.46614i,0-0i,0-0i,-116835.907172684-344159.977089781i,0-0i
0-0i,0-0i,11362439446.3727+8143284362.46614i,0-0i,0-0i,-116835.907172684-344159.977089781i
234379.307616559+690912.722625211i,0-0i,0-0i,11362439642.2482+8143284992.24421i,0-0i,0-0i
0-0i,-116835.907172684-344159.977089782i,0-0i,0-0i,11362439446.3727+8143284362.46614i,0-0i
0-0i,0-0i,-116835.907172684-344159.977089782i,0-0i,0-0i,11362439446.3727+8143284362.46614i
