-11757016519.1774+5284375820.46319i,0+0i,0+0i,376152.856336105-423683.490748094i,0+0i,0+0i
0+0i,-11757016841.4592+5284376171.77024i,0+0i,0+0i,-187403.203134967+211166.667572275i,0+0i
0+0i,0+0i,-11757016841.4592+5284376171.77024i,0+0i,0+0i,-187403.203134967+211166.667572275i
376152.856336102-423683.490748094i,0+0i,0+0i,-11757016519.1774+5284375820.46319i,0+0i,0+0i
0+0i,-187403.203134966+211166.667572274i,0+0i,0+0i,-11757016841.4592+5284376171.77024i,0+0i
0+0i,0+0i,-187403.203134966+211166.667572274i,0+0i,0+0i,-11757016841.4592+5284376171.77024i
