8900344609.57221+7782031130.70846i,0-0i,0-0i,69053.8859691678+513025.368349207i,0-0i,0-0i
0-0i,8900344558.87901+7782030669.24479i,0-0i,0-0i,-34457.6046377536-255569.435569793i,0-0i
0-0i,0-0i,8900344558.87901+7782030669.24479i,0-0i,0-0i,-34457.6046377536-255569.435569793i
69053.8859691696+513025.368349208i,0-0i,0-0i,8900344609.57221+7782031130.70846i,0-0i,0-0i
0-0i,-34457.6046377531-255569.435569792i,0-0i,0-0i,8900344558.87901+7782030669.24479i,0-0i
0-0i,0-0i,-34457.6046377531-255569.435569792i,0-0i,0-0i,8900344558.87901+7782030669.24479i
