-11155882322.5263+5344110490.93743i,0+0i,0+0i,327938.862673238-407710.28264908i,0+0i,0+0i
0+0i,-11155882604.5852+5344110830.00251i,0+0i,0+0i,-163377.051648722+203200.414286437i,0+0i
0+0i,0+0i,-11155882604.5852+5344110830.00251i,0+0i,0+0i,-163377.051648722+203200.414286437i
327938.86267324-407710.28264908i,0+0i,0+0i,-11155882322.5263+5344110490.93743i,0+0i,0+0i
0+0i,-163377.051648723+203200.414286438i,0+0i,0+0i,-11155882604.5852+5344110830.00251i,0+0i
0+0i,0+0i,-163377.051648723+203200.414286438i,0+0i,0+0i,-11155882604.5852+5344110830.00251i
